TITLE="mean" 
Variables="X","Y","Z","VX","VY","VZ"
ZONE T="0", I=289, J=214, SOLUTIONTIME=0
-19.5198 -80.5339 35.0 4407.83082082 -8498.32822823 1316.71762388
-19.1864 -80.5339 35.0 4387.7858959 -8460.63371371 1308.30996413
-18.853 -80.5339 35.0 4361.9503003 -8407.73761762 1290.13729149
-18.5196 -80.5339 35.0 4338.22862863 -8358.16243243 1282.44819974
-18.1862 -80.5339 35.0 4353.2521021 -8389.77902903 1289.36141051
-17.8528 -80.5339 35.0 4362.73583584 -8411.82422422 1294.86113779
-17.5193 -80.5339 35.0 4358.94345345 -8407.32635636 1279.21204641
-17.1859 -80.5339 35.0 4333.22461461 -8353.42727728 1260.18784085
-16.8525 -80.5339 35.0 4335.55572573 -8359.39424424 1232.38335506
-16.5191 -80.5339 35.0 4346.62504505 -8381.34096096 1234.11599123
-16.1857 -80.5339 35.0 4377.61784785 -8445.41407407 1252.13007508
-15.8523 -80.5339 35.0 4402.44844845 -8496.62948949 1271.48592312
-15.5189 -80.5339 35.0 4430.86174174 -8555.58083083 1279.12511331
-15.1854 -80.5339 35.0 4425.58613614 -8544.81781782 1260.22283784
-14.852 -80.5339 35.0 4411.62632633 -8517.59496496 1223.04265749
-14.5186 -80.5339 35.0 4386.70284284 -8466.63586587 1208.1414662
-14.1852 -80.5339 35.0 4389.62177177 -8471.8839039 1232.51185205
-13.8518 -80.5339 35.0 4386.23416416 -8464.40970971 1258.33760854
-13.5184 -80.5339 35.0 4392.07143143 -8477.76627628 1236.50908503
-13.185 -80.5339 35.0 4381.99389389 -8457.90510511 1199.16927047
-12.8516 -80.5339 35.0 4378.06158158 -8452.66065065 1179.76024001
-12.5181 -80.5339 35.0 4371.93265265 -8441.96556557 1188.82153909
-12.1847 -80.5339 35.0 4384.27544545 -8469.115996 1207.69741381
-11.8513 -80.5339 35.0 4388.11386386 -8477.2766967 1236.37321848
-11.5179 -80.5339 35.0 4412.62917918 -8527.10454454 1259.7644996
-11.1845 -80.5339 35.0 4410.25642643 -8520.3503003 1260.62052401
-10.8511 -80.5339 35.0 4401.94658659 -8503.95323323 1231.02860508
-10.5177 -80.5339 35.0 4379.67007007 -8463.82642643 1197.49764002
-10.1842 -80.5339 35.0 4394.16272272 -8496.4634034 1213.16932813
-9.85083 -80.5339 35.0 4398.05071071 -8504.56356356 1237.678732
-9.51741 -80.5339 35.0 4397.60941942 -8502.22126126 1236.31089041
-9.184 -80.5339 35.0 4376.51824825 -8454.13374374 1220.32170688
-8.85059 -80.5339 35.0 4384.45352352 -8467.98488488 1208.7790001
-8.51717 -80.5339 35.0 4379.56938939 -8460.31248248 1202.79049425
-8.18376 -80.5339 35.0 4391.33670671 -8489.23656657 1193.20462653
-7.85034 -80.5339 35.0 4393.15277277 -8494.65363363 1197.62982931
-7.51693 -80.5339 35.0 4403.38925926 -8514.75474474 1229.97104955
-7.18352 -80.5339 35.0 4385.31825826 -8478.76065065 1246.12070743
-6.8501 -80.5339 35.0 4376.09967968 -8464.888999 1237.61260693
-6.51669 -80.5339 35.0 4349.74622623 -8416.79992993 1207.35166006
-6.18328 -80.5339 35.0 4359.7611011 -8435.1690991 1215.28914124
-5.84986 -80.5339 35.0 4350.64047047 -8412.21059059 1229.51140225
-5.51645 -80.5339 35.0 4342.82677678 -8395.06568569 1242.33876476
-5.18303 -80.5339 35.0 4318.27444444 -8343.2282983 1244.33256446
-4.84962 -80.5339 35.0 4312.37144144 -8328.94202202 1245.41408074
-4.51621 -80.5339 35.0 4298.35279279 -8298.00740741 1241.66772582
-4.18279 -80.5339 35.0 4304.27052052 -8311.84735736 1232.04388026
-3.84938 -80.5339 35.0 4303.19604605 -8314.28212212 1228.70141724
-3.51597 -80.5339 35.0 4326.04541542 -8362.84227227 1242.47877598
-3.18255 -80.5339 35.0 4334.38441441 -8380.98886887 1246.35165356
-2.84914 -80.5339 35.0 4335.28049049 -8385.67103103 1235.18783405
-2.51572 -80.5339 35.0 4318.4365966 -8351.63684685 1211.32459827
-2.18231 -80.5339 35.0 4338.42237237 -8391.69645646 1201.01843693
-1.8489 -80.5339 35.0 4338.80325325 -8393.10761762 1179.9101108
-1.51548 -80.5339 35.0 4355.99605606 -8430.59448448 1173.79186939
-1.18207 -80.5339 35.0 4351.93821822 -8421.51471471 1168.4185527
-0.848655 -80.5339 35.0 4354.07756757 -8423.74530531 1170.41665222
-0.515241 -80.5339 35.0 4339.12056056 -8394.79361361 1164.19010436
-0.181828 -80.5339 35.0 4343.74638639 -8409.14323323 1156.59551041
0.151586 -80.5339 35.0 4340.04209209 -8404.78985986 1151.27248661
0.485 -80.5339 35.0 4358.57252252 -8441.75496496 1163.8787884
0.818414 -80.5339 35.0 4353.89037037 -8427.95747748 1167.36525745
1.15183 -80.5339 35.0 4352.57231231 -8419.91743744 1166.10805246
1.48524 -80.5339 35.0 4325.38574575 -8364.96741742 1154.53172992
1.81866 -80.5339 35.0 4317.69976977 -8353.67381381 1154.34410405
2.15207 -80.5339 35.0 4295.65288288 -8315.78324324 1139.24299216
2.48548 -80.5339 35.0 4309.75034034 -8345.55593594 1141.63027537
2.8189 -80.5339 35.0 4315.7263964 -8354.53502503 1140.93677299
3.15231 -80.5339 35.0 4324.13048048 -8375.78479479 1135.72785156
3.48572 -80.5339 35.0 4308.25568569 -8348.28453453 1126.84388527
3.81914 -80.5339 35.0 4297.44377377 -8327.25678679 1124.95158997
4.15255 -80.5339 35.0 4293.20415415 -8316.42443443 1136.76981815
4.48597 -80.5339 35.0 4295.23682683 -8319.16947948 1123.46900762
4.81938 -80.5339 35.0 4284.06459459 -8296.87407407 1097.69405422
5.15279 -80.5339 35.0 4293.60037037 -8316.61676677 1110.06217518
5.48621 -80.5339 35.0 4258.08331331 -8244.86518519 1098.58602757
5.81962 -80.5339 35.0 4238.2354955 -8201.90584585 1105.95273255
6.15303 -80.5339 35.0 4208.04167167 -8140.49912913 1095.43549145
6.48645 -80.5339 35.0 4213.9108008 -8146.91184184 1084.40699656
6.81986 -80.5339 35.0 4231.7809009 -8189.3039039 1107.05820654
7.15328 -80.5339 35.0 4234.8975976 -8197.46773774 1102.59924426
7.48669 -80.5339 35.0 4213.52033033 -8155.13818819 1097.13769982
7.8201 -80.5339 35.0 4189.58065065 -8100.45025025 1073.36628747
8.15352 -80.5339 35.0 4179.85116116 -8075.17598599 1078.0820933
8.48693 -80.5339 35.0 4162.76710711 -8040.92306306 1052.46369392
8.82034 -80.5339 35.0 4149.44812813 -8015.56478478 1039.48136186
9.15376 -80.5339 35.0 4155.34397397 -8029.43664665 1030.17072067
9.48717 -80.5339 35.0 4146.64808809 -8012.5023023 1018.53609703
9.82059 -80.5339 35.0 4066.15309309 -7847.90814815 885.771237848
10.154 -80.5339 35.0 3986.25457457 -7694.98265265 769.025999082
10.4874 -80.5339 35.0 3861.88122122 -7436.10576577 576.890774414
10.8208 -80.5339 35.0 3826.85700701 -7375.39359359 529.44744324
11.1542 -80.5339 35.0 3758.80076076 -7238.50778779 417.237766396
11.4877 -80.5339 35.0 3682.51736737 -7109.78368368 334.40304901
11.8211 -80.5339 35.0 3630.92081081 -7000.99563564 258.611219489
12.1545 -80.5339 35.0 3591.84064064 -6928.45696697 217.522334132
12.4879 -80.5339 35.0 3593.61781782 -6932.85613614 196.074078876
12.8213 -80.5339 35.0 3634.23435435 -7020.07375375 235.037801528
13.1547 -80.5339 35.0 3659.33903904 -7073.12735736 242.286486843
13.4881 -80.5339 35.0 3669.29905906 -7092.57127127 251.945415977
13.8216 -80.5339 35.0 3645.64101101 -7041.85369369 214.082605874
14.155 -80.5339 35.0 3622.31075075 -6987.6993994 208.509337077
14.4884 -80.5339 35.0 3628.32932933 -6998.81526527 221.945933272
14.8218 -80.5339 35.0 3639.37914915 -7021.90154154 250.215038441
15.1552 -80.5339 35.0 3634.95481481 -7016.35346346 236.787989302
15.4886 -80.5339 35.0 3614.35387387 -6977.92247247 204.141770627
15.822 -80.5339 35.0 3602.13778779 -6958.23878879 151.135856444
16.1554 -80.5339 35.0 3596.2004004 -6947.20572573 135.527820763
16.4889 -80.5339 35.0 3609.54257257 -6971.09791792 164.885208813
16.8223 -80.5339 35.0 3636.96285285 -7022.04249249 221.420972431
17.1557 -80.5339 35.0 3667.14903904 -7082.62195195 254.673357086
17.4891 -80.5339 35.0 3675.7525025 -7100.832002 263.851338855
17.8225 -80.5339 35.0 3660.31455455 -7073.44990991 237.333336178
18.1559 -80.5339 35.0 3643.92449449 -7041.31123123 233.337498579
18.4893 -80.5339 35.0 3661.58165165 -7077.47693694 250.394714744
18.8228 -80.5339 35.0 3682.50253253 -7116.10384384 277.425390415
19.1562 -80.5339 35.0 3684.54202202 -7118.18841842 258.289870403
19.4896 -80.5339 35.0 3665.21801802 -7078.44219219 228.902949659
19.823 -80.5339 35.0 3647.58068068 -7044.08507508 207.35985284
20.1564 -80.5339 35.0 3627.20628629 -7002.94821822 208.83845654
20.4898 -80.5339 35.0 3616.36387387 -6981.97946947 209.855866804
20.8232 -80.5339 35.0 3610.82601602 -6969.06095095 232.562551234
21.1567 -80.5339 35.0 3622.49092092 -6990.55125125 258.302328977
21.4901 -80.5339 35.0 3625.50733734 -6993.71990991 279.844747125
21.8235 -80.5339 35.0 3612.49982983 -6967.29014014 260.539014234
22.1569 -80.5339 35.0 3596.09019019 -6934.16918919 247.126289188
22.4903 -80.5339 35.0 3607.19281281 -6958.54656657 235.713931372
22.8237 -80.5339 35.0 3614.89593594 -6976.11484484 239.714894853
23.1571 -80.5339 35.0 3604.27462462 -6957.00673674 225.617737018
23.4906 -80.5339 35.0 3575.9706006 -6900.59885886 194.720176981
23.824 -80.5339 35.0 3551.06415415 -6851.95315315 132.956444473
24.1574 -80.5339 35.0 3522.2896997 -6796.32516517 65.9387585789
24.4908 -80.5339 35.0 3501.30904905 -6759.49134134 4.04302516216
24.8242 -80.5339 35.0 3493.52209209 -6746.7267968 -11.2988417819
25.1576 -80.5339 35.0 3510.89641642 -6781.71477477 15.895962599
25.491 -80.5339 35.0 3528.53838839 -6816.3333033 58.2793272627
25.8244 -80.5339 35.0 3527.40696697 -6817.73294294 52.4670026056
26.1579 -80.5339 35.0 3519.37449449 -6801.62841842 35.6050397022
26.4913 -80.5339 35.0 3541.81917918 -6845.53133133 33.9811667918
26.8247 -80.5339 35.0 3553.66573574 -6865.13399399 39.3971903464
27.1581 -80.5339 35.0 3560.18815816 -6878.70275275 51.7265091441
27.4915 -80.5339 35.0 3536.0488989 -6827.1573974 54.2333804465
27.8249 -80.5339 35.0 3502.11536537 -6755.43836837 20.5544321742
28.1583 -80.5339 35.0 3457.75015015 -6664.53087087 -23.9881512
28.4918 -80.5339 35.0 3436.4060961 -6628.99457457 -63.3874304094
28.8252 -80.5339 35.0 3427.61512513 -6619.5596997 -80.0972132342
29.1586 -80.5339 35.0 3449.9998999 -6670.04757758 -61.26951003
29.492 -80.5339 35.0 3463.47602603 -6695.80076076 -38.6241985826
29.8254 -80.5339 35.0 3483.02172172 -6732.70500501 -18.9460923654
30.1588 -80.5339 35.0 3477.70795796 -6716.95301301 -9.45394038138
30.4922 -80.5339 35.0 3477.40366366 -6715.87708709 5.38473423524
30.8257 -80.5339 35.0 3474.27378378 -6708.02963964 17.3949480611
31.1591 -80.5339 35.0 3497.10284284 -6755.87878879 19.9248537692
31.4925 -80.5339 35.0 3500.03231231 -6764.14587588 11.0446740058
31.8259 -80.5339 35.0 3481.63800801 -6729.51916917 -17.9533699159
32.1593 -80.5339 35.0 3432.15794795 -6632.10108108 -69.2232817137
32.4927 -80.5339 35.0 3409.42760761 -6591.72586587 -101.839129841
32.8261 -80.5339 35.0 3387.11942943 -6548.62933934 -113.407912093
33.1596 -80.5339 35.0 3404.63506507 -6582.59941942 -75.2036107036
33.493 -80.5339 35.0 3416.6561962 -6603.77292292 -34.4061293584
33.8264 -80.5339 35.0 3445.58648649 -6663.40775776 4.34975472115
34.1598 -80.5339 35.0 3447.23940941 -6667.19064064 17.3725286707
34.4932 -80.5339 35.0 3442.96626627 -6653.94256256 22.986046946
34.8266 -80.5339 35.0 3429.69419419 -6619.59503504 23.5630026768
35.16 -80.5339 35.0 3445.00488488 -6643.4466967 40.1225911702
35.4934 -80.5339 35.0 3451.83777778 -6656.6444044 49.9107190694
35.8269 -80.5339 35.0 3441.36745746 -6642.69301301 15.513584861
36.1603 -80.5339 35.0 3410.47948949 -6588.74545546 -46.5349694845
36.4937 -80.5339 35.0 3398.45742743 -6570.53437437 -95.3423446579
36.8271 -80.5339 35.0 3387.43185185 -6547.86614615 -130.212318693
37.1605 -80.5339 35.0 3412.50907908 -6600.13406406 -107.696104625
37.4939 -80.5339 35.0 3427.463003 -6633.19299299 -96.1145538198
37.8273 -80.5339 35.0 3462.52801802 -6705.70583584 -71.0590268323
38.1608 -80.5339 35.0 3452.89146146 -6687.2852953 -101.136595166
38.4942 -80.5339 35.0 3441.60736737 -6661.38109109 -136.817070356
38.8276 -80.5339 35.0 3419.21147147 -6612.15524525 -173.987773384
39.161 -80.5339 35.0 3435.55138138 -6644.90482482 -161.135060635
39.4944 -80.5339 35.0 3440.09302302 -6658.36890891 -149.488994854
39.8278 -80.5339 35.0 3416.9214014 -6618.06657658 -185.717839728
40.1612 -80.5339 35.0 3360.76486486 -6508.15817818 -272.93339106
40.4947 -80.5339 35.0 3357.7105005 -6504.02765766 -306.826051629
40.8281 -80.5339 35.0 3363.96049049 -6516.25567568 -320.851757639
41.1615 -80.5339 35.0 3391.75820821 -6567.57904905 -294.205317888
41.4949 -80.5339 35.0 3397.91394394 -6577.72691692 -275.794018031
41.8283 -80.5339 35.0 3406.99081081 -6598.53943944 -248.808136296
42.1617 -80.5339 35.0 3379.79033033 -6545.66606607 -275.049466864
42.4951 -80.5339 35.0 3355.7054955 -6497.41243243 -314.468805707
42.8286 -80.5339 35.0 3336.9941041 -6461.58279279 -338.938361806
43.162 -80.5339 35.0 3347.94498498 -6487.69758759 -315.048195435
43.4954 -80.5339 35.0 3339.78987988 -6472.48673674 -314.232848853
43.8288 -80.5339 35.0 3304.20034034 -6391.82395395 -367.513198342
44.1622 -80.5339 35.0 3210.3809009 -6204.78821822 -503.12802998
44.4956 -80.5339 35.0 3104.06828829 -6027.91475475 -662.813186066
44.829 -80.5339 35.0 3001.36966967 -5862.19685686 -804.19675969
45.1624 -80.5339 35.0 2936.15852853 -5689.46101101 -907.144270661
45.4959 -80.5339 35.0 2906.17415415 -5589.79914915 -966.786736386
45.8293 -80.5339 35.0 2902.34585586 -5576.59666667 -1008.59678405
46.1627 -80.5339 35.0 2904.35906907 -5585.69944945 -1023.70217148
46.4961 -80.5339 35.0 2902.77477477 -5585.7632032 -1026.89476163
46.8295 -80.5339 35.0 2896.94039039 -5573.03887888 -1020.14267248
47.1629 -80.5339 35.0 2892.86995996 -5562.45135135 -1015.00014102
47.4963 -80.5339 35.0 2875.15365365 -5521.23561562 -993.669343507
47.8298 -80.5339 35.0 2851.33087087 -5470.18322322 -965.933574444
48.1632 -80.5339 35.0 2830.69870871 -5425.97274274 -941.844896206
48.4966 -80.5339 35.0 2847.24983984 -5460.62234234 -960.003807618
-47.5266 -79.8359 35.0 5227.39794795 -10464.3164565 15.7122030445
-47.1932 -79.8359 35.0 5232.6838038 -10463.3683884 14.6545766216
-46.8598 -79.8359 35.0 5237.78712713 -10491.0920921 -1.92537914277
-46.5263 -79.8359 35.0 5229.09447447 -10493.3837838 -5.29079895285
-46.1929 -79.8359 35.0 5222.53960961 -10470.2317417 8.08536062723
-45.8595 -79.8359 35.0 5231.84817818 -10458.8502202 13.744249203
-45.5261 -79.8359 35.0 5196.61377377 -10337.4201301 83.3235918196
-45.1927 -79.8359 35.0 5171.74634635 -10248.5865065 135.156308208
-44.8593 -79.8359 35.0 5157.3906006 -10195.6784785 164.849098028
-44.5259 -79.8359 35.0 5132.76442442 -10132.5317017 200.016717793
-44.1924 -79.8359 35.0 5121.52052052 -10108.4846046 213.91041668
-43.859 -79.8359 35.0 5096.75675676 -10053.910961 245.701748998
-43.5256 -79.8359 35.0 5075.57903904 -10006.1882983 275.034958569
-43.1922 -79.8359 35.0 5052.7584985 -9955.34528529 304.416109119
-42.8588 -79.8359 35.0 5035.81447447 -9931.3701001 317.388043087
-42.5254 -79.8359 35.0 4976.97218218 -9818.11462462 383.267246887
-42.192 -79.8359 35.0 4870.00103103 -9590.73577578 515.410512503
-41.8586 -79.8359 35.0 4770.42033033 -9361.27458458 650.153741692
-41.5251 -79.8359 35.0 4766.97306306 -9333.59920921 663.938568715
-41.1917 -79.8359 35.0 4721.88665666 -9203.08208208 739.192784494
-40.8583 -79.8359 35.0 4734.075996 -9226.74717718 723.282902892
-40.5249 -79.8359 35.0 4666.3856957 -9077.52238238 809.636535572
-40.1915 -79.8359 35.0 4691.47615616 -9133.23438438 775.25594012
-39.8581 -79.8359 35.0 4638.79048048 -9019.63301301 841.58429022
-39.5247 -79.8359 35.0 4668.02187187 -9091.34078078 800.320402482
-39.1912 -79.8359 35.0 4628.41208208 -8996.25815816 855.556143463
-38.8578 -79.8359 35.0 4662.60108108 -9077.49654655 807.117239041
-38.5244 -79.8359 35.0 4632.28991992 -9004.05744745 848.74797016
-38.191 -79.8359 35.0 4661.90466466 -9072.20369369 808.753315165
-37.8576 -79.8359 35.0 4630.37914915 -8998.61784785 851.931909954
-37.5242 -79.8359 35.0 4663.40029029 -9079.88636637 804.279934292
-37.1908 -79.8359 35.0 4624.08478478 -8992.35073073 855.562809398
-36.8573 -79.8359 35.0 4668.18159159 -9097.39057057 793.459886116
-36.5239 -79.8359 35.0 4634.49 -9019.70866867 838.133926647
-36.1905 -79.8359 35.0 4672.91665666 -9107.46903904 785.950545186
-35.8571 -79.8359 35.0 4631.08756757 -9010.07325325 841.609496388
-35.5237 -79.8359 35.0 4675.01352352 -9111.28185185 783.090325347
-35.1903 -79.8359 35.0 4637.91952953 -9026.47422422 832.822906126
-34.8569 -79.8359 35.0 4669.82610611 -9106.46621622 786.155511539
-34.5234 -79.8359 35.0 4638.22381381 -9038.42377377 825.639243935
-34.19 -79.8359 35.0 4668.40848849 -9107.84161161 784.85812826
-33.8566 -79.8359 35.0 4630.06386386 -9017.78895896 836.967286299
-33.5232 -79.8359 35.0 4663.72707708 -9096.99764765 790.701107157
-33.1898 -79.8359 35.0 4626.76374374 -9007.66630631 842.990580987
-32.8564 -79.8359 35.0 4657.56368368 -9073.47583584 803.421364884
-32.523 -79.8359 35.0 4624.06397397 -8989.23646647 851.945190157
-32.1896 -79.8359 35.0 4673.68960961 -9106.59775776 783.005699497
-31.8561 -79.8359 35.0 4646.69071071 -9045.66345345 817.216764979
-31.5227 -79.8359 35.0 4676.35652653 -9111.87952953 778.481397942
-31.1893 -79.8359 35.0 4626.85631632 -8997.60314314 844.736600519
-30.8559 -79.8359 35.0 4665.20783784 -9091.72144144 791.072560293
-30.5225 -79.8359 35.0 4635.22256256 -9024.73407407 829.604408695
-30.1891 -79.8359 35.0 4676.51363363 -9121.0770971 772.917416623
-29.8557 -79.8359 35.0 4637.0121021 -9027.67436436 826.415492805
-29.5222 -79.8359 35.0 4691.88037037 -9153.99761762 753.016601952
-29.1888 -79.8359 35.0 4662.05297297 -9087.38417417 791.861017881
-28.8554 -79.8359 35.0 4695.21681682 -9164.43125125 746.54249796
-28.522 -79.8359 35.0 4653.73293293 -9067.56121121 801.705906863
-28.1886 -79.8359 35.0 4693.18354354 -9161.14033033 746.64938857
-27.8552 -79.8359 35.0 4649.94977978 -9066.15414414 799.815923616
-27.5218 -79.8359 35.0 4694.24026026 -9171.33479479 739.757998931
-27.1883 -79.8359 35.0 4652.95903904 -9077.35654655 794.484544936
-26.8549 -79.8359 35.0 4687.14398398 -9148.84868869 751.611876771
-26.5215 -79.8359 35.0 4650.38993994 -9058.8373974 802.433632904
-26.1881 -79.8359 35.0 4685.06666667 -9135.71331331 757.696827188
-25.8547 -79.8359 35.0 4650.69506507 -9057.60359359 802.595080372
-25.5213 -79.8359 35.0 4680.47622623 -9130.46327327 760.417866699
-25.1879 -79.8359 35.0 4649.67862863 -9063.48155155 798.978686927
-24.8544 -79.8359 35.0 4689.64616617 -9160.36392392 743.000276083
-24.521 -79.8359 35.0 4640.82192192 -9053.23385385 803.806220752
-24.1876 -79.8359 35.0 4670.54930931 -9124.88456456 761.791453613
-23.8542 -79.8359 35.0 4636.02447447 -9042.88943944 809.169184838
-23.5208 -79.8359 35.0 4676.47078078 -9133.22197197 755.350112683
-23.1874 -79.8359 35.0 4647.15618619 -9063.02870871 794.64193215
-22.854 -79.8359 35.0 4682.6485986 -9145.22071071 740.803585656
-22.5206 -79.8359 35.0 4647.99271271 -9068.41017017 784.077848155
-22.1871 -79.8359 35.0 4673.43414414 -9130.00267267 751.047255966
-21.8537 -79.8359 35.0 4634.11245245 -9038.18734735 800.234391703
-21.5203 -79.8359 35.0 4686.80137137 -9152.74710711 736.67211477
-21.1869 -79.8359 35.0 4656.00178178 -9079.33274274 779.894447217
-20.8535 -79.8359 35.0 4687.3038038 -9158.97537538 742.674357187
-20.5201 -79.8359 35.0 4631.56236236 -9039.33298298 811.175793031
-20.1867 -79.8359 35.0 4669.39642643 -9120.50267267 764.19379659
-19.8532 -79.8359 35.0 4632.60936937 -9026.42154154 827.069766817
-19.5198 -79.8359 35.0 4661.92593594 -9098.34456456 779.677821968
-19.1864 -79.8359 35.0 4616.65868869 -9001.19997998 837.391882993
-18.853 -79.8359 35.0 4641.03840841 -9058.61717718 795.611970007
-18.5196 -79.8359 35.0 4600.0576977 -8962.29560561 848.978781542
-18.1862 -79.8359 35.0 4639.03403403 -9050.09048048 800.88186152
-17.8528 -79.8359 35.0 4613.91248248 -8995.64054054 835.874619597
-17.5193 -79.8359 35.0 4650.76199199 -9082.19840841 781.325603612
-17.1859 -79.8359 35.0 4605.25032032 -8977.6838038 837.038773769
-16.8525 -79.8359 35.0 4657.47434434 -9094.3785986 769.546509081
-16.5191 -79.8359 35.0 4636.73076076 -9043.28087087 795.94491015
-16.1857 -79.8359 35.0 4677.59557558 -9137.46653654 745.111220017
-15.8523 -79.8359 35.0 4659.93642643 -9094.79248248 778.301695356
-15.5189 -79.8359 35.0 4707.01234234 -9201.80409409 714.837861946
-15.1854 -79.8359 35.0 4681.31814815 -9140.09823824 753.617771178
-14.852 -79.8359 35.0 4720.73595596 -9229.25228228 693.066089686
-14.5186 -79.8359 35.0 4675.94313313 -9125.95820821 749.555791979
-14.1852 -79.8359 35.0 4700.80229229 -9187.06661662 716.61677645
-13.8518 -79.8359 35.0 4648.99751752 -9070.43827828 786.810832983
-13.5184 -79.8359 35.0 4702.55696697 -9189.10785786 714.291820401
-13.185 -79.8359 35.0 4684.55634635 -9144.15551552 738.331926306
-12.8516 -79.8359 35.0 4723.11852853 -9235.55908909 686.605735966
-12.5181 -79.8359 35.0 4676.98365365 -9136.51951952 739.170517315
-12.1847 -79.8359 35.0 4710.91416416 -9218.168999 695.64366345
-11.8513 -79.8359 35.0 4668.37725726 -9121.77468468 756.382000337
-11.5179 -79.8359 35.0 4702.80597598 -9198.74678679 711.922023708
-11.1845 -79.8359 35.0 4670.34173173 -9120.96231231 760.774846987
-10.8511 -79.8359 35.0 4706.69575576 -9204.0127027 703.727025944
-10.5177 -79.8359 35.0 4669.34189189 -9120.43505506 747.15399894
-10.1842 -79.8359 35.0 4712.82793794 -9223.83315315 692.222896789
-9.85083 -79.8359 35.0 4669.6209009 -9129.58943944 752.558991745
-9.51741 -79.8359 35.0 4703.94127127 -9204.62858859 705.029397921
