TITLE="/home/ydevaux/local/traitement_z_20_z_35/z_35mm_PL_traitement/z=35mm_alpha_14_beta_5_50img_run1_vfield_2D3C/vel_000010.dat"
VARIABLES="X","Y","Z","VX","VY","VZ","flag"
ZONE T="10", I=289, J=214, SOLUTIONTIME=10
-47.5266 -81.232 35 5219.68 -10454.2 21.7015 65572
-47.1932 -81.232 35 5237.93 -10471.8 10.2901 65572
-46.8598 -81.232 35 5223.04 -10465.1 15.9113 65572
-46.5263 -81.232 35 5221.27 -10480.5 8.92467 65572
-46.1929 -81.232 35 5275.21 -10586.8 -53.0916 65572
-45.8595 -81.232 35 5249.06 -10503.5 -8.48767 65572
-45.5261 -81.232 35 5003.39 -9942.94 311.136 65572
-45.1927 -81.232 35 4549.51 -8909.09 913.586 65572
-44.8593 -81.232 35 4084.27 -7786.84 1579.87 65572
-44.5259 -81.232 35 3802.86 -7097.32 1995.91 65572
-44.1924 -81.232 35 3717.74 -6891.75 2120.86 65572
-43.859 -81.232 35 3738.2 -6945.81 2087.51 65572
-43.5256 -81.232 35 3753.6 -6987.03 2061.78 65572
-43.1922 -81.232 35 3746.78 -6971.86 2070.03 65572
-42.8588 -81.232 35 3740.21 -6957.5 2077.61 65572
-42.5254 -81.232 35 3742.91 -6965.4 2071.6 65572
-42.192 -81.232 35 3741.5 -6964.21 2071.27 65572
-41.8586 -81.232 35 3745.7 -6976.21 2062.96 65572
-41.5251 -81.232 35 3755.98 -7006.92 2043.59 65572
-41.1917 -81.232 35 3747.92 -6995.15 2050.16 65572
-40.8583 -81.232 35 3729.8 -6949.79 2076.41 65572
-40.5249 -81.232 35 3727.4 -6945.71 2077.76 65572
-40.1915 -81.232 35 3726.57 -6946.11 2076.52 65572
-39.8581 -81.232 35 3742.12 -6993.35 2047.43 65572
-39.5247 -81.232 35 3748.72 -7003.86 2039.79 65572
-39.1912 -81.232 35 3735.61 -6966.41 2061.34 65572
-38.8578 -81.232 35 3727.88 -6949.13 2071.1 65572
-38.5244 -81.232 35 3727.66 -6950.43 2069.43 65572
-38.191 -81.232 35 3723.24 -6942.62 2073.13 65572
-37.8576 -81.232 35 3721.57 -6940.52 2073.08 65572
-37.5242 -81.232 35 3720.12 -6938.67 2072.87 65572
-37.1908 -81.232 35 3721 -6941.47 2069.9 65572
-36.8573 -81.232 35 3718.96 -6937.6 2071.15 65572
-36.5239 -81.232 35 3723 -6946.5 2064.69 65572
-36.1905 -81.232 35 3734.69 -6969.99 2049.21 65572
-35.8571 -81.232 35 3731.35 -6961.79 2053.16 65572
-35.5237 -81.232 35 3712.3 -6925.96 2074.43 65572
-35.1903 -81.232 35 3728.72 -6958.55 2053.03 65572
-34.8569 -81.232 35 3730.03 -6964.9 2048.21 65572
-34.5234 -81.232 35 3716.08 -6939.51 2062.96 65572
-34.19 -81.232 35 3709.08 -6927.19 2069.64 65572
-33.8566 -81.232 35 3708.67 -6928.85 2067.85 65572
-33.5232 -81.232 35 3705.02 -6923.27 2070.54 65572
-33.1898 -81.232 35 3706.62 -6928.65 2066.47 65572
-32.8564 -81.232 35 3703.68 -6923.95 2068.47 65572
-32.523 -81.232 35 3709.6 -6936.42 2059.83 65572
-32.1896 -81.232 35 3721.9 -6958.07 2045.19 65572
-31.8561 -81.232 35 3704.15 -6923.14 2065.62 65572
-31.5227 -81.232 35 3718.9 -6952.46 2046.43 65572
-31.1893 -81.232 35 3703.08 -6924.38 2062.86 65572
-30.8559 -81.232 35 3695.06 -6909.01 2071.17 65572
-30.5225 -81.232 35 3694.24 -6907.84 2070.74 65572
-30.1891 -81.232 35 3691.75 -6903.22 2072.36 65572
-29.8557 -81.232 35 3695.16 -6912.07 2065.87 65572
-29.5222 -81.232 35 3707.68 -6944.85 2045.16 65572
-29.1888 -81.232 35 3705.35 -6945.04 2044.35 65572
-28.8554 -81.232 35 3691.01 -6910.76 2063.91 65572
-28.522 -81.232 35 3676.27 -6871.08 2086.55 65572
-28.1886 -81.232 35 3675.97 -6871.6 2085.37 65572
-27.8552 -81.232 35 3675.25 -6870.7 2085.11 65572
-27.5218 -81.232 35 3674.24 -6869.45 2085.03 65572
-27.1883 -81.232 35 3673.46 -6869.69 2083.75 65572
-26.8549 -81.232 35 3671 -6867.45 2083.96 65572
-26.5215 -81.232 35 3667.86 -6864.37 2085.49 65572
-26.1881 -81.232 35 3686.83 -6899.33 2063.27 65572
-25.8547 -81.232 35 3678.84 -6885.71 2067.76 65572
-25.5213 -81.232 35 3672.16 -6875.73 2069.68 65572
-25.1879 -81.232 35 3691.23 -6921.54 2048.18 65572
-24.8544 -81.232 35 3698.46 -6939.48 2051.57 65572
-24.521 -81.232 35 3678.14 -6893.91 2060.13 65572
-24.1876 -81.232 35 3645.25 -6824.38 1994.12 65572
-23.8542 -81.232 35 3714.95 -6964.31 1986.3 65572
-23.5208 -81.232 35 4722.45 -9250.96 1033.71 81956
-23.1874 -81.232 35 4639.25 -9127.24 780.374 81956
-22.854 -81.232 35 3831.95 -7604.57 -204.391 81956
-22.5206 -81.232 35 2957.52 -5969.48 -1218.67 81956
-22.1871 -81.232 35 1907.22 -3448.61 -181.78 65572
-21.8537 -81.232 35 1964.39 -3537.58 -33.5089 65572
-21.5203 -81.232 35 2016.45 -3624.21 68.7988 65572
-21.1869 -81.232 35 1949.04 -3494.75 -9.09465 65572
-20.8535 -81.232 35 1861.27 -3330 -114.664 65572
-20.5201 -81.232 35 2030.04 -3655.72 81.425 65572
-20.1867 -81.232 35 2867.28 -5279.74 1110.19 65572
